Hãng Sản Xuất,Độ Dày,Trọng Lượng,khoi_luong,CPU,RAM,Bộ Nhớ,HDD,SSD,GPU,Dung Lượng Pin,Hệ Điều Hành,Mạng WiFi,Bluetooth,Âm Thanh,Bảo Mật,Đọc Thẻ,Mạng LAN,Bàn Phím,Màu Sắc,Chất Liệu,Cổng Giao Tiếp,Khe Cắm,Màn Hình,Phụ Kiện Đi Kèm,Khả Năng Nâng Cấp,Ổ Đĩa Quang,Đèn Led,Nguồn,Tính Năng Khác,Tên Sản Phẩm,Giá Bán,Loại Sản Phẩm,Mẫu Mã,Số Cổng Lưu Trữ Tối Đa,Kết Nối,Webcam,Camera,Kết Nối Không Dây,Giao Tiếp Mạng,NPU,Cổng IO,Cổng Xuất Hình,Loa,Năm Sản Xuất,Thiết Kế Chất Liệu Vỏ,Hệ Điều Hành Bản Quyền Đi Kèm,Phần Mềm Có Sẵn,Card Mở Rộng,Unnamed 161,Mãy Tính Xách Tay
Lenovo,,,,"Intel® Core™ i7-13650HX (2.60GHz up to 4.90GHz, 24MB Cache)",,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,4Cell 60WHrs,Windows 11 Home Single Language,"Wi-Fi® 6, 802.11ax 2x2",Bluetooth 5.2,,Firmware TPM 2.0 Enabled,,,,Xám,Vỏ nhựa,"3 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1 x HDMI® 2.1, up to 8K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1 x Power connector",,"15.6inch FHD (1920x1080) IPS, 300nits, Anti-glare, 100% sRGB, 144Hz, G-SYNC®",,,,,,,Laptop Lenovo LOQ 15IRX9 83DV00UGVN Xám,28990000.0,,83DV00UGVN,,,HD 720p with E-shutter,,,,,,,,,,,,,,
Acer,,,,"Intel® Core™ i7-13620H (2.40GHz up to 4.90GHz, 24MB Cache)",,"512GB PCIe NVMe SSD (nâng cấp tối đa 1 TB PCIe Gen4, 16 Gb/s, NVMe)",,,,3Cell 50WHrs,,,Bluetooth® 5.1,,,,,,Xám,,"2 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1
• One port for USB 3.2 Gen 1 featuring power off USB charging
1 x HDMI® 2.1 port with HDCP support
1 x Headphone/speaker jack",,"15.6 inch FHD (1920 x 1080) IPS SlimBezel, 60Hz, Acer ComfyView",,,,,,,Laptop Acer Aspire 5 N23C3 A515-58P-702Q NX.KVGSV.002 Xám,17290000.0,,NX.KVGSV.002,,,720p HD video at 30 fps with Temporal Noise Reduction,,,802.11a/b/g/n/ac+ax wireless LAN,,,,,,,,,,,
Lenovo,,,,"Intel® Core™ i5-13450HX (2.40GHz up to 4.60GHz, 20MB Cache)",,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,4Cell 60WHrs,Win11 Home,Wi-Fi® 6 802.11ax 2x2,Bluetooth 5.2,,Firmware TPM 2.0 Enabled,,,,Xám,,"3 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1 x HDMI® 2.1, up to 8K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1 x Power connector",,"15.6inch FHD (1920x1080) IPS, 300nits, Anti-glare, 100% sRGB, 144Hz, G-SYNC®",,,,,,,Laptop Lenovo LOQ 15IRX9 83DV012LVN Xám,22990000.0,,83DV012LVN,,,HD 720p with E-shutter,,,,,,,,,,,,,,
Acer,,,,"Intel Core i5-13420H (upto 4.60 GHz, 8 nhân, 12 luồng, 12MB)",1x16GB DDR5 5200MHz Nâng cấp tối đa 96GB (cắm sẵn 16GB),512GB PCIe NVMe SSD,,,NVIDIA® GeForce RTX™ 2050 with 4GB GDDR6,4Cell 57WHrs,Windows 11 Home,Wi-Fi 6,Bluetooth 5.1,,,,,,Đen,,"1 x USB Type-C™ port supporting:
USB 3.2 Gen 2 (up to 10 Gbps)
- DisplayPort over USB-C
- Thunderbolt™ 4
- USB charging 5V;3A
- DC-in port 20V;65W
3 x USB Standard A ports, supporting:
- 2 x USB 3.2 Gen 1
- 1 x USB 3.2 Gen 2 featuring power off USB charging
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone",,15.6 inch FHD (1920 x 1080) IPS 180Hz sRGB 100% 300nits,,,,,,,Laptop Acer Gaming Nitro V N23Q22 ANV15-51-500A,22450000.0,,NH.QNASV.008,,,"Video conferencing
UFC with
• T-Type HD camera
• Compatible with Windows only
• 1280 x 720 resolution
• 720p HD video at 30 fps with Temporal Noise Reduction
• Blue Glass lens
•Dual Mic (33 mm + 33 mm)
• 78 x 3.2 (5.2) x 3 mm",,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 5 125U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.3GHz, 12MB","1x 16GB SO-DIMM DDR5-5600 (2khe, tối đa 64GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0,,,Integrated Intel Graphics,47Wh,,"Intel® Wi-Fi® 6E AX211, 802.11ax 2x2",Bluetooth 5.3,,Có khóa bảo mật vân tay,,,,Đen,,"1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1 x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1 x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 21MA0047VN Đen,22590000.0,,21MA0047VN,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core i7-1355U (upto 5.0GHz, 12MB)",8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200 (tối đa 40GB),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel® Iris® Xe Graphics,47Wh,,,Bluetooth 5.1,,Fingerprint,,100/1000M (RJ-45),,Đen,,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm), 1 x Ethernet (RJ-45)",,"14 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E14 Gen 5 21JK00PFVA Đen,22790000.0,,21JK00PFVA,,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 5 125H, 14C (4P + 8E + 2LPE) / 18T, Max Turbo up to 4.5GHz, 18MB","2x 16GB SO-DIMM DDR5-5600 (2 khe, tối đa 64GB)",1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel Arc Graphics,,,"Intel® Wi-Fi® 6E AX211, 802.11ax 2x2",BT5.3,,Nhận dạng vân tay,,,,Đen,,"1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 21MA004EVN Đen,26990000.0,,ThinkPad E16 Gen 2 21MA004EVN,,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB",2x 8GB SO-DIMM DDR5-5600 (Up to 64GB DDR5-5600),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel® Arc™ Graphics,3 cell /47Wh,No OS,"Intel® Wi-Fi® 6E AX211, 802.11ax 2x2",Bluetooth 8.3,,,,,,Đen,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1 x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1 x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)",,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E14 Gen 6 21M7004WVA Đen,25990000.0,,21M7004WVA,,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,
Lenovo,356.1 x 247.7 x 19.85 mm,,,"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",,"1TB SSD M.2 NVMe ( 1 x M.2 2280, 1 x M.2 2242 )",,,Onboard Intel® Arc™ Graphics,47 Wh,"Windows 11 Home SL, English",,,,"Vân tay, Khuôn mặt",,,,Đen,,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"16"" ( 2560 x 1600 ) WQXGA IPS , 60Hz , không cảm ứng , 400 nits , 100% sRGB , Màn hình chống lóa",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 - 21MA004PVN Đen,32990000.0,,ThinkPad E16 Gen 2 - 21MA004PVN,,,FHD webcam,,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,"Intel® AI Boost, up to 11 TOPS",,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 5 125H, 14C (4P + 8E + 2LPE) / 18T, Max Turbo up to 4.5GHz, 18MB","2x 8GB SO-DIMM DDR5-5600 (2 khe, tối đa 64GB)",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel Arc Graphics,3 cell /47Wh,No OS,,,,,,,,Đen,,"1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 GEN 2-21MA004AVA Đen,22290000.0,,ThinkPad E16 GEN 2-21MA004AVA,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 5 125H up to 4.5GHz, 18MB","16GB DDR5-5600Mhz (2x 8GB), hỗ trợ tối đa 64GB",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0,,,Intel Arc Graphics,47Wh,"Windows 11 Home Single Language, English",,Bluetooth 5.3,,Fingerprint,,100/1000M (RJ-45),,Đen,"Aluminium (Top), Aluminium (Bottom)","1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On, 1 x USB-C (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort 1.4, 1 x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 2.1, 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm), 1 x Ethernet (RJ-45)",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 -21MA004CVN Đen,23990000.0,,ThinkPad E16 Gen 2 -21MA004CVN,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Asus,,,,"Intel® Core™ Ultra 5 225H (1.70GHz up to 4.90GHz, 18MB Cache)",,,,512GB M.2 NVMe™ PCIe® 4.0 SSD,,"3Cell 42WHrs, 3S1P",Win 11 Home,Wi-Fi 6(802.11ax) (Dual band) 1*1,Bluetooth 5.2,,,,,,Bạc,,"2 x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps)
2 x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps)
1 x HDMI 1.4
1 x 3.5mm Combo Audio Jack",,"14inch WUXGA (1920 x 1200) 16:10, LED Backlit, IPS, 60Hz, 400nits, 100% sRGB, Anti-glare display",,,,,,,Laptop Asus Vivobook 14 A1407CA-LY008WS Bạc,20890000.0,,Vivobook 14 A1407CA-LY008WS,,,1080p FHD camera ; With privacy shutter,,,,,,,,,,,,,,
Lenovo,,,,"Intel® Core™ i5-12450HX (2.00GHz up to 4.40GHz, 12MB Cache)",,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,57WHrs,,"Wi-Fi® 6, 802.11ax 2x2",Bluetooth 5.2,,,,,,Xám,,"2 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), data transfer only
1 x HDMI® 2.1, up to 8K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1 x Power connector",,"15.6inch FHD (1920x1080) IPS, 300nits, Anti-glare, 100% sRGB, 144Hz",,,,,,,Laptop Lenovo LOQ 15IAX9E - 83LK0036VN Xám,19690000.0,,Lenovo LOQ 15IAX9E - 83LK0036VN,,,HD 720p with Privacy Shutter,,,,,,,,,,,,,,
Asus,,,,"AMD Ryzen™ AI 9 HX 370 (12 nhân, 24 luồng, xung nhịp tối đa 5.1GHz, 36MB Cache), AMD XDNA™ lên đến 50TOPs",,"1TB PCIe® 4.0 NVMe™ M.2 SSD, hỗ trợ 2 khe M.2 PCIe",,,"NVIDIA® GeForce RTX™ 4060 (8GB GDDR6), ROG Boost lên đến 1940MHz ở 100W, hỗ trợ MUX Switch + NVIDIA Advanced Optimus","90WHrs, 4-cell Li-ion",,Wi-Fi 7 (802.11be),Bluetooth® 5.4,,,,,,Xám,,,,"16-inch OLED ROG Nebula Display, độ phân giải 2.5K (2560 x 1600, WQXGA), tỉ lệ 16:10, tần số quét 240Hz, thời gian phản hồi 0.2ms, độ phủ màu 100% DCI-P3, hỗ trợ G-Sync, đạt chuẩn Pantone Validated, Dolby Vision HDR",,,,,"Bộ sạc Type-C 100W AC (20V DC, 5A, 100W, 100-240V AC 50/60Hz)",,Laptop ASUS ROG Zephyrus G16 GA605WV-QR146WS Xám,58900000.0,,GA605WV-QR146WS,,,,"Camera hồng ngoại IR 1080P FHD, hỗ trợ Windows Hello",,,,"1x Jack cắm tai nghe 3.5mm combo
1x HDMI 2.1 FRL
2x USB 3.2 Gen 2 Type-A (10Gbps)
1x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort™ / Power Delivery, 10Gbps)
1x USB 4 Type-C (hỗ trợ DisplayPort™ / Power Delivery, 40Gbps)
1x khe thẻ SD (SD Express 7.0)",,,,,,,,,
Asus,,,,"Intel Core i9 14900HX 2.2Ghz up to 5.8Ghz, 38MB","16GB DDR5 5600,hỗ trợ tối đa 32GB",1TB SSD PCIe 4.0 NVMe M.2,,,Nvidia GeForce RTX 4070 8GB GDDR6,,Win 11SL,,Bluetooth 5.3,,Không bảo mật vân tay,,10/100/1000 Mbps,,Xám,Nhựa,"1 x RJ45 LAN, 1 x Thunderbolt 4 with support for DisplayPort (data speed up to 40Gbps), 1 x USB 3.2 Gen 2 Type-C with support for DisplayPort / power delivery / G-SYNC (data speed up to 10Gbps), 2 x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps)",,"16 inch QHD+(2560 x 1600, WQXGA), 240Hz, 3ms, 170, IPS-level, 500nits, 1200:1, Anti-glare display",,,N/a,,,,Laptop ASUS ROG Strix G16 G614JIR-N4193W Xám,53590000.0,,Laptop,,,720P HD camera,,,,,,,,,,,,,,
Asus,,,,"Intel Core i9 Processor 14900HX 2.2 GHz up to 5.8 GHz, 36MB",32GB DDR5-5600 (16GB x 2),1TB PCIe 4.0 NVMe M.2,,,Nvidia GeForce RTX 4060 8GB GDDR6,4 Cell - 90WHrs,Windows 11 Home,,Bluetooth 5.3,,Không bảo mật vân tay,,10/100/1000 Mbps,,Xám,Đang cập nhật,"1 x RJ45 LAN port, 1 x Thunderbolt 4 with support for DisplayPort (data speed up to 40Gbps), 1 x USB 3.2 Gen 2 Type-C with support for DisplayPort / power delivery / G-SYNC (data speed up to 10Gbps), 2 x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps), 1x HDMI 2.1 FRL",,"16 inch QHD+ 16:10 (2560 x 1600, WQXGA) 240Hz, IPS-level 500nits 1200:1 100% Anti-glare display",,,N/a,,,,Laptop Asus ROG Strix G16 G614JVR-N4231W Xám,43590000.0,,G614JVR-N4231W,,,720P HD camera,,,,,,,,,,,,,,
HP,,,,"Intel Core i7-13700H (up to 5.0 GHz, 24 MB)",16GB DDR5-5200MHz (2 x 8 GB)( 2 khe),512GB PCIe® Gen4 NVMe™ TLC M.2 SSD,,,NVIDIA GeForce RTX 4060 8GB GDDR6,4 Cell - 70 Wh,Windows 11 Home 64,,Bluetooth 5.3,,Không bảo mật vân tay,,Integrated 10/100/1000 GbE LAN,,Đen,Nhựa,"1 x USB Type-A 5Gbps, 1 x USB Type-C 5Gbps, 2 x USB Type-A 5Gbps, 1 x HDMI 2.1, 1 x RJ-45, 1 x AC smart pin, 1 x headphone/microphone combo",,"16.1 inch FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",,,,,,,Laptop HP VICTUS 16-r0127TX 8C5N2PA Đen,30490000.0,,VICTUS 16-r0127TX 8C5N2PA,,,HP True Vision 1080p FHD,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB","2x 8GB SO-DIMM DDR5-5600 (2 khe, tối đa 64GB)",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel Arc Graphics,,,"Intel® Wi-Fi® 6E AX211, 802.11ax 2x2",Bluetooth 5.3,,vân tay,,,,Black,Aluminium,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 - 21MA004MVN Đen,27790000.0,,ThinkPad E16 Gen 2 - 21MA004MVN,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB","2x 8GB SO-DIMM DDR5-5600 (2 khe, tối đa 64GB)",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe Opal 2.0,,,Integrated Intel Arc Graphics,47Wh,,"Intel® Wi-Fi® 6E AX211, 802.11ax 2x2",Bluetooth 5.3,,Vân tay,,,,Đen,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.4
1 x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort™ 1.4
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 2 21MA004KVA Đen,26990000.0,,ThinkPad E16 Gen 2 21MA004KVA,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop Lenovo ThinkPad X13 Gen 5 21LU004PVN Đen,32990000.0,,,,,,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 5 125U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.3GHz, 12MB",16GB Soldered LPDDR5x-6400 (không nâng cấp được),512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel® Graphics,54.7Wh,NoOS,,Bluetooth 5.3,,Finger Print,,N/a,,Đen,"CFRP (Top), Aluminium (Bottom)",,,"13.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 100% sRGB",,,,,,,Laptop Lenovo ThinkPad X13 Gen 5 21LU004DVA Đen,28990000.0,,ThinkPad X13 Gen 5 21LU004DVA,,,5.0MP + IR Discrete with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,,,,"Intel Core Ultra 7 155U, P-core 1.7GHz up to 4.8GHz, E-core 1.2GHz up to 3.8GHz, 12MB",16GB LPDDR5x 6400Mhz (onboard),512GB SSD M.2 2280 PCIe 4.0x4 Performance NVMe Opal 2.0,,,Integrated Intel Graphics,,NoOS,,Bluetooth 5.3,,Finger Print,,,,Đen,"Carbon Fiber Hybrid (Top), Aluminium (Bottom)","1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 2.1, 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm)",,"14 inch WUXGA (1920x1200) IPS 400nits Anti-glare, 45% NTSC, DBEF5",,,Không DVD,,,,Laptop Lenovo ThinkPad T14s Gen 5– 21LS0060VA Đen,32990000.0,,ThinkPad T14s Gen 5– 21LS0060VA,,,5.0MP + IR Discrete with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,356.1 x 247.7 x 19.85 mm,,,"Intel® Core™ Ultra 7-155U ( 1.7 GHz - 4.8 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",,"512GB SSD M.2 NVMe ( 1 x M.2 2280, 1 x M.2 2242 )",,,Intel® Arc™ Graphics,"47 Wh , Pin liền","Windows 11 Home SL, English",,Bluetooth 5.3,,"Vân tay, Khuôn mặt",,,,Đen,Vỏ nhôm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"16"" ( 1920 x 1200 ) WUXGA IPS , 60Hz , không cảm ứng , 300 nits , 45% NTSC , Màn hình chống lóa",,,,,,,Laptop Lenovo ThinkPad E16 G2 -21MA004HVN Đen,25990000.0,,E16 G2 -21MA004HVN,,,FHD webcam,,,,,,,,,,,,,,
Dell,,,,"Intel Core i9-13900HX (upto 5.40 GHz GHz, 36MB)",16GB(8GBx2) DDR5 4800MHz ( 2 khe),1TB SSD M.2 PCIe,,,NVIDIA GeForce RTX 4060 8GB GDDR6 (AI TOPS: 233),6 Cell 86WHrs,Windows 11 HomePlus SL + Microsoft(R)Office Home and Student 2021,"Intel® Wi-Fi 6 AX201, 2x2, 802.11ax",Bluetooth,,,,1 RJ45 Ethernet port,,Xám đen,Vỏ nhựa,"1 headset (headphone and microphone combo) port
1 RJ45 Ethernet port
3 USB 3.2 Gen 1 ports
1 USB-C 3.2 Gen 2 port with DisplayPort™
1 x HDMI 2.1",,"15.6 inch FHD (1920 x 1080), 165Hz, 100% sRGB",,,,,,,"Laptop Dell Gaming G15 5530 i9HX161W11GR4060 Xám đen , SSD 1TB, Vga NVIDIA GeForce RTX 4060 8GB GDDR6, 15.6 inch FHD 165Hz, Win 11H, Office HS21",,,G15 5530 i9HX161W11GR4060,,,,HD,,,,,,,,,,,,,
Acer,,,,"Intel Core Ultra 9 275HX(upto 5.40 GHz, 24 nhân 24 luồng, 36MB)","192GB DDR5 (4 khe, tối đa 192GB)",6TB PCIe NVMe SED,,,NVIDIA GeForce RTX 5090 24GB (AI TOPS: 1824),"99.98Wh 4-cell Li-ion
400W AC Adapter",Windows 11 Pro,Killer Wi-Fi 7 Wireless LAN,Bluetooth 5.4,,"Giải pháp Firmware Trusted Platform Module (TPM)
Người dùng BIOS, mật khẩu giám sát
Khe khóa Kensington",,,,Đen,Vỏ nhựa - nắp lưng kim loại,"2 x USB Type-C
3 x USB Standard-A
1 x HDMI 2.1 hỗ trợ HDCP
1 x Đầu đọc thẻ SD
1 x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp
1 x Ethernet (RJ-45)
1 x Giắc cắm DC-in cho bộ đổi nguồn AC",,"18 inch 4K (3840 x 2400) mini LED 120Hz IPS 100% DCI-P3 16:10 Acer ComfyView™ LED-backlit TFT LCD, intergrated Mini LED technology",,,,,,,Laptop Acer Predator Helios 18 AI PH18-73-98AQ Đen,149990000.0,,Helios 18 AI PH18-73-98AQ,,,FHD Webcam (1920 x 1080) + IR camera with blue glass,,,,,,,,,,,,,,
Acer,,,,"Intel Core Ultra 9 275HX(upto 5.40 GHz, 24 nhân 24 luồng, 36MB)","64GB DDR5 (4 khe, tối đa 192GB)",3TB PCIe NVMe SED,,,NVIDIA GeForce RTX 5080 16GB (AI TOPS: 1334),"99.98Wh 4-cell Li-ion
400W AC Adapter",Windows 11 Pro,Killer Wi-Fi 7 Wireless LAN,Bluetooth 4,,,,,,,Vỏ nhựa - nắp lưng kim loại,"2 x USB Type-C
3 x USB Standard-A
1 x HDMI 2.1 hỗ trợ HDCP
1 x Đầu đọc thẻ SD
1 x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp
1 x Ethernet (RJ-45)
1 x Giắc cắm",,18 inch 2K+ (2560 x 1600) mini LED 250Hz IPS SDR mode 600 nits / HDR mode 1000 nits 100% DCI-P3 16:10,,,,,,,Laptop Acer Predator Helios 18 AI PH18-73-93P0 Đen,99990000.0,,Acer Predator Helios 18 AI PH18-73-93P0,,,Video HD 1080p ở tốc độ 60 khung hình/giây với chức năng Giảm nhiễu theo thời gian,,,,,,,,,,,,,,
