Product Name,Price,Sản phẩm,Tên Hãng,Model,Bộ vi xử lý,Card đồ họa,Bộ nhớ ram,Ổ cứng,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Màn hình,Kết nối,Cổng giao tiếp,Webcam,Bảo mật,Hệ điều hành,Pin,Kích thước,Trọng lượng,Màu sắc/ Chất liệu,Bộ VXL,Bộ nhớ,Ổ đĩa quang,Màu sắc/ Chất liệu,Thương hiệu,Sản phẩm,CPU,RAM,VGA,Camera,Wi-Fi,Bluetooth,LOA,Màu sắc,Cổng kết nối,Wifi,Chất liệu,Kích thước,Trọng lượng,Ram,Trọng Lượng,Bộ nhớ RAM,Nhận dạng vân tay,Ổ cứng/ Ổ đĩa quang,Âm thanh,Audio,Màu sắc,Đèn LED trên máy,Hãng sản xuất,Bộ vi xử lý,Bộ nhớ Ram,Ổ đĩa cứng,Đồ họa,WiFi,bluetooth,Pin (Battery),Khối lượng,Kết nối mạng LAN,SSD,Kết nối không dây,Khe đọc thẻ nhớ,Bảo mật vân tay,Card đồ hoạ,Đọc thẻ,Ổ đĩa quang (DVD),Giao tiếp mạng,Giao tiếp mạng - Communications,Cổng giao tiếp - Port,pin,NPU,Bộ xử lý,Cổng I/O,Nguồn,OS,Lưu trữ,Wireless,LAN,Đọc thẻ - Card reader,Cổng xuất hình,Hỗ trợ nâng cấp,Khả năng nâng cấp trong tương lai,Vga,Mô tả khác,Bộ VXL,Card màn hình,Kích thước màn hình,bàn phím,Thiết kế/ Chất liệu vỏ,card đồ họa,Khả năng nâng cấp ram,PIN,Mạng,Loại card đồ họa,Vân tay,Ổ đĩa cứng - SSD,Kết nối USB,Năm sản xuất,Chất liệu sản phẩm,Ổ cứng,Đọc thẻ nhớ,WIFI,Dung lượng RAM,Công nghệ âm thanh,Bộ xử lý - CPU,Bộ nhớ trong - Ram,Đèn bàn phím,wifi,Màn hình - Monitor,Card đồ hoạ - Video,Công nghệ CPU,Finger Print,Bộ nhớ trong,Chip đồ họa,Màn hình hiển thị,Ổ đĩa cứng - HDD,Tính năng đặc biệt,Loại đèn bàn phím,Dung lượng,Ổ đĩa quang (ODD),Kiểu Pin,Hệ điều hành (bản quyền) đi kèm,Kích thước (Dài x Rộng x Cao),Màn hìn,Pin(Battery),Phụ kiện kèm theo,Màu,webcam,Bàn phím,Chuẩn WIFI,Loa,Phụ kiện,Cạc đồ họa,Loại khe M.2,Keyboard + Mouse,Khe cắm mở rộng,Hệ điều hành tương thích,Công suất bộ sạc,Thông số (Lan/Wireless),"Wi-Fi, bluetooth",Màu sắc (Colour),Bàn phím,Hãng sãn xuất,Chuẩn Lan,Bàn Phím,Bộ nguồn,Phần mềm có sẵn,Thời lượng pin,Card mở rộng,Card VGA,"Wi-Fi,",Giao tiếp,Thẻ đọc,Kiểu bàn phím,Lan,Kết nối có dây (LAN),Chuẩn LAN,Card reader,Kết nối không dây,Ổ quang,Bảo mật Vân tay,,Keyboard,Khe mở rộng,Nhận dạng Vân tay,Chuẩn Wifi,Kiểu khe M.2 hỗ tr,bảo mật,Máy tính xách tay,Tính năng khác,Phụ kiện kèm,"Wifi, bluetooth",Bluetooth®,Kiểu khe M.2 hỗ trợ`,Chuẩn Wi-Fi,Other Supports
Laptop Asus Zenbook 14 UX3405CA-PZ368WS Xanh,Liên hệ,,,Laptop Asus Zenbook 14 UX3405CA-PZ368WS Xanh,,,,512GB M.2 NVMe™ PCIe® 4.0 SSD,,,"14.0inch 3K (2880 x 1800) OLED 16:10, 0.2ms, 120Hz, 400nits, 500nits HDR peak brightness, 100% DCI-P3, VESA CERTIFIED Display HDR True Black 500, Glossy display,TÜV Rheinland-certified, Touch screen - Màn hình cảm ứng",,,FHD camera with IR function to support Windows Hello ; With privacy shutter,,,"4Cell 75WHrs, 2S2P",,,,,,,,Asus,Máy tính xách tay,"Intel® Core™ Ultra 7 255H (2.00GHz up to 5.10GHz, 24MB Cache)",16GB LPDDR5X on board,,,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,,Xanh,"1 x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps)

2 x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps)

1 x HDMI 2.1 TMDS

1 x 3.5mm Combo Audio Jack",,,31.24 x 22.01 x 1.49 ~ 1.49 cm,1.28 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Asus Zenbook 14 UX3405CA-PZ187WS Xanh,29.790.000đ,,,UX3405CA-PZ187WS,,,,512GB M.2 NVMe™ PCIe® 4.0 SSD,,,"14.0inch 3K (2880 x 1800) OLED 16:10, 0.2ms, 120Hz, 400nits, 500nits HDR peak brightness, 100% DCI-P3, VESA CERTIFIED Display HDR True Black 500, Glossy display,TÜV Rheinland-certified, Touch screen - Màn hình cảm ứng",,,FHD camera with IR function to support Windows Hello ; With privacy shutter,,,"4Cell 75WHrs, 2S2P",,,,,,,,Asus,Máy tính xách tay,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 cores, 16 Threads)",16GB LPDDR5X on board,,,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,,Xanh,"1 x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps)

2 x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps)

1 x HDMI 2.1 TMDS

1 x 3.5mm Combo Audio Jack",,,31.24 x 22.01 x 1.49 ~ 1.49 cm,1.28 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Acer Aspire Lite AL14-51P-35QD NX.J84SV.001 Bạc,10.490.000đ,,,AL14-51P-35QD NX.J84SV.001,,,,512GB SSD PCIe NVMe,,,"14 inch FHD+ IPS 300nits NTSC 45% 60Hz LCD 16:10 aspect ratio, color gamut NTSC 45% Wide viewing angle",,,FHD Camera MISC 2M FHD Camera_CTE,,,58Wh 3-cell,,,,,,,,Acer,Máy tính xách tay,"Intel Core i3-1305U, 1.60GHz up to 4.50GHz, 12MB","8GB DDR5 4800Mhz, 2 khe cắm Ram, hỗ trợ tối đa 64GB",Intel UHD Graphics,,,Bluetooth 5.1,,Bạc,"1 x USB Type-C port, supporting: USB 3.2 Gen 1 (up to 5 Gbps), DisplayPort over USB-C, USB charging 5/9/12/15/20 V; 3.25 A, 3 x USB Standard-A ports supporting for USB 3.2 Gen 1, HDMI 1.4 port with HDCP support, microSD card up to 512 GB (SDXC compatible, exFAT compatible), 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone",Wi-Fi 6 AX201,Nhựa,313.3mm x 219.5mm x 18.9mm (W x D x H),1.46 kg,,,,,,,,,,,,,,,,,,,,,,,,,,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad T14 Gen 5 21ML007DVA Đen,37.590.000đ,,,ThinkPad T14 Gen 5 21ML007DVA,,,,1TB SSD M.2 2280 PCIe 4.0x4 NVMe Opal 2.0,,,"14 inch 2.2K (2240x1400) IPS 300nits Anti-glare, 100% sRGB, 60Hz",,,5.0MP + IR Discrete with Privacy Shutter,,,52.5Wh,,,,,,,,lENOVO,Máy tính xách tay,"Intel Core Ultra 7 155U P-core 1.7GHz up to 4.8GHz, E-core 1.2GHz up to 3.8GHz, 12MB","32GB DDR5 5600Mhz, 2 khe cắm Ram, hỗ trợ tối đa 64GB",Intel Graphics,,,Bluetooth 5.3,,Đen,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 2.1, 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm), 1 x Ethernet (RJ-45)","Wi-Fi 6E AX211, 802.11ax 2x2",,315.9mm x 223.7mm x 17.7mm (W x D x H),1.38 kg,,,,,,,,,,,,,,,,,,,100/1000M (RJ-45),,,,,,,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad T14 Gen 5 21ML007BVA Đen,34.590.000đ,,,ThinkPad T14 Gen 5 21ML007BVA Đen,,,,512GB SSD M.2 2280 PCIe 4.0x4 NVMe Opal 2.0,,,"14 inch 2.2K (2240x1400) IPS 300nits Anti-glare, 100% sRGB, 60Hz",,,5.0MP + IR Discrete with Privacy Shutter,,,3 Cells - 52.5Wh,,,,,,,,Lenovo,Máy tính xách tay,"Intel Core Ultra 7 155U P-core 1.7GHz up to 4.8GHz, E-core 1.2GHz up to 3.8GHz, 12MB","16GB DDR5 5600Mhz (1 x 16GB), 2 khe cắm ram, hỗ trợ tối đa 64GB",Integrated Intel Graphics,,,Bluetooth 5.3,,Đen,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (Thunderbolt 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort 2.1, 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm), 1 x Ethernet (RJ-45)","Wi-Fi 6E AX211, 802.11ax 2x2",,315.9mm x 223.7mm x 17.7mm (W x D x H),1.38 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Latitude 3450 L3450 1335U 08512W,17.790.000đ,,,Latitude 3450 L3450 1335U 08512W,,,,512GB SSD M.2 2230 QLC PCIe Gen 4 NVMe,,,"14 inch FHD (1920x1080) Non-Touch, AG, IPS, 250 nits, FHD Cam, WLAN",,,HD,Không bảo mật vân tay,,3 Cell - 42Whr,,,,,,,,Dell,Máy tính xách tay,"Intel Core i5-1335U P-core 1.3Ghz up to 4.6GHz, E-core 0.9Ghz up to 3.4GHz, 12MB",8GB DDR4 3200MT/s,Intel Iris Xe Graphics,,,Có,,,"1 x USB (20 Gbps) with PowerDelivery and DisplayPort, 2 x USB 3.2 Gen 1 (5 Gbps) ports, 1 x USB 3.2 Gen 1 (5 Gbps) with PowerShare, 1 x HDMI 1.4, 1 x RJ45, 1 x universal audio, 1 x power-adapter","Intel Wi-Fi 6E, AX211, 2x2, 802.11ax",,19.40mm x 322.20mm x 219.40mm (H x W x D),1.50 kg,,,,,,,,,,,,,,,,,,,,,,,,,,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad T14 Gen 5 21ML007EVA Đen,34.990.000đ,,,ThinkPad T14 Gen 5 21ML007EVA,,,,512GB SSD M.2 NVMe PCIe,,,"14.0inch 2.2K (2240x1400) IPS, 300nits, Anti-glare, 100% sRGB, 60Hz",,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)

1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On

2 x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1

1 x HDMI® 2.1, up to 4K/60Hz

1 x Headphone / microphone combo jack (3.5mm)

1 x Ethernet (RJ-45)",,,,4Cell 52.5WHrs,,,,,,,,Lenovo,Máy tính xách tay,"Intel® Core™ Ultra 7 155H (1.40GHz up to 4.80GHz, 24MB Cache)",,Intel® Arc™ Graphics,,"Intel® Wi-Fi® 6E AX211, 2x2",Bluetooth 5.1,,Đen,,,,,1.36 kg,16GB DDR5 5600MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đang cập nhật,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad T14s Gen 4 21F600AAVA Đen,29.590.000đ,,,ThinkPad T14s Gen 4 21F600AAVA,,,,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,,,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz",,,,,,3 cell /57Wh,,,,,,,,Lenovo,Máy tính xách tay,"Intel Core i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB",16GB Soldered LPDDR5x-4800,Integrated Intel® Iris® Xe Graphics,FHD 1080p with Privacy Shutter,Wi-Fi® 6E,Bluetooth,,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)
2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 2.0)
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)",,,317.5 x 226.9 x 16.9 mm,,,1.25 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Inspiron 15 3530 - N5I7305W1 Black,20.590.000đ,,,Inspiron 15 3530 - N5I7305W1,,Intel Iris Xe Graphics,,512GB SSD M.2 NVMe PCIe,,,15.6inch Full HD (1920x1080) IPS LCD,,2 USB 3.2 Gen 1 port 1 USB 2.0 Type-A port1 Audio Jack1 HDMI 1.4 port1 4.5 mm x 2.9 mm DC-in port1 Flip-Down,,,Windows 11 Home + Office Home 2024,4 cell,,,,,,,,Dell,Máy tính xách tay,"Intel Core i7-1355U (12MB Cache, Turbo Boost 5.0GHz)","16GB (2x8GB) DDR42666, 2 khe ram, up to 32Gb",,,,,,,,,,381 x 256 x 25 mm,"1,62 Kg",,,,,,,,,,,,,,,,,,,,,WiFi 802.11a/b/g + Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Modern 15 F13MG- 082VN Bạc,15.590.000đ,,,Modern 15 F13MG- 082VN,,,,512GB NVMe PCIe Gen4 SSD,,,"15.6inch FHD(1920 x 1080), 60Hz, IPS-level 45% NTSC",,"1 x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
3 x Type-A USB3.2 Gen1
1 x HDMI™ (4K @ 30Hz)
1 x RJ45
1 x Mic-in/Headphone-out Combo",HD (30fps@720p),,Windows 11 Home,3Cell  46.8 WHr,358.9 x 235.9 x 19.9 mm,,,,,,,MSI,Máy tính xách tay,"Intel® Core™ i5-1335U (1.30GHz up to 4.60GHz, 12MB Cache)",,,,,Có,,Bạc,,,,,1.70 kg,"16GB (2x8GB) DDR4 3200MHz (2 Slots, up to Max 64GB)",,,,,,,,,,,,,,,,,,,,,,,Intel® Iris® Xe Graphics,,,"Gigabit LAN
Intel Wi-Fi 6E AX211",,,,,,,,,,,,1 x Micro SD Card Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Thin A15 B7UC-261VN Xám,18.790.000đ,,,B7UC-261VN,,,,512 SSD,,,"15.6 inch FHD (1920 x 1080) 144 Hz IPS, độ sáng 250 nits, 45% NTSC, Anti-Glare LED-Backlit Display",,"1 USB 3.2 Gen 2 Type-C
3 USB 3.2 Gen 1 Type-A
1 HDMI 2.1
1 RJ45 Gigabit Ethernet",HD Webcam (720p Webcam),Mật khẩu,Windows 11 Home Single Language,,,,,,,,,MSI,Máy tính xách tay,"AMD Ryzen 5 7535HS, Tốc độ CPU tối thiểu 3.3, Tốc độ tối đa 4.5 GHz","16 GB (2 thanh 8 GB) DDR5 4800 MHz, 2 khe cắm, hỗ trợ tối đa 64GB",,,,v5.3,,Xám,,Wifi 6E,,359 x 254 x 21.7 mm,1.86 kg,,,,,,,,,,,,,,NVIDIA GeForce RTX 3050 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4 Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Thin 15 B13UC-2081VN Xám,18.990.000đ,,,MSI Thin 15 B13UC-2081VN Xám,,,,"512GB PCIE (1x M.2 SSD slot (NVMe PCIe Gen4), 1x 2.5"" SATA HDD)",,,"15.6 inches FullHD, IPS 144 Hz",,"1x Mic-in, 1x Headphone-out
1x Type-C (USB3.2 Gen1 / DP)
3x Type-A USB3.2 Gen1
1x HDMI (4K @ 30Hz)
1x RJ45",HD type (30fps@720p),"Mô-đun nền tảng tin cậy phần mềm (fTPM) 2.0
Kensington Lock",Windows 11 Home,3-Cell 52.4 Battery (Whr),,,,,,,,MSI,Máy tính xách tay,Intel Core i5-13420H,"16GB DDR4-320, 2 khe (2x 8GB, nâng cấp tối đa 64GB)",,,Gb LAN 802.11 ax Wi-Fi 6E,Bluetooth 5.3,,Xám,,,,359 x 254 x 21.7 mm (W x D x H),1.86 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Modern 14 F13MG-027VN Bạc,14.890.000đ,,,Modern 14 F13MG-027VN,,,,,,,"14"" ( 1920 x 1080 ) Full HD 60Hz , không cảm ứng",,,HD webcam,,Windows 11 Home,"3 cell 46 Wh , Pin liền",323.9 x 217.2 x 19.9 mm,,,,,,,MSI,Máy tính xách tay,"Intel® Core™ i5-1335U (1.3 GHz - 4.6 GHz/ 12MB/ 10 nhân, 12 luồng)",2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB),,,,,,Bạc,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x micro SD card slot
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,,,1.5 kg,,,,,,,,,,,,,,,,,,,,,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,,,,,,,,,,,,,,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Gaming Cyborg 14 A13UDX-099VN Đen,23.890.000đ,,,Cyborg 14 A13UDX-099VN,,,,512GB SSD M.2 NVMe,,,"14"" WUXGA (1920 x 1200) IPS, 144Hz,",,,,,,3-Cell 53.5 Whrs,,,,,,,,MSI,Máy tính xách tay,"Intel Core i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)",2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 64GB),GeForce RTX™ 3050 6GB GDDR6,,,,,Đen,,,,314.7 x 233.5 x 18.6-22.3 mm,1.6 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2x USB Type-A USB3.2 Gen1, 1x USB Type-C (USB3.2 Gen2 / DisplayPort™), 1x HDMI™ 2.1, 1x Mic-in/Headphone-out Combo Jack, Gigabit Ethernet",,,,,,,,,,,,,,,,,,,,"Bluetooth v5.3, Intel® Wi-Fi 6E AX211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Crosshair 16 HX D14VFKG-860VN Xám,39.990.000đ,,,Crosshair 16 HX D14VFKG-860VN Xám,,,,1TB NVMe PCIe SSD Gen4x4 w/o DRAM,,,"16"" 16:10 QHD+(2560 x 1600), 240Hz, 100% DCI-P3, IPS-level panel",,"USB Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
3x Type-A USB3.2 Gen1
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45","HD type (30fps@720p), 3D Noise Reduction (3DNR)",,Windows 11 Home,4-Cell 90Whr Battery (Whr),,,,,,,,MSI,Máy tính xách tay,Intel Core i9-14900HX Processor,DDR5 8GB*2,"NVIDIA GeForce RTX 4060, GDDR6 8GB",,Intel® Wi-Fi 6E AX211,Bluetooth 5.2,,Xám,,,,359 x 266.4 x 21.8-27.9 mm,2.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Katana 15 B13UDXK-2270VN Đen,20.990.000đ,,,Katana 15 B13UDXK-2270VN,,,,1TB NVMe PCIe SSD Gen4x4,,,"15.6 inch FHD (1920x1080), 144Hz, 45%NTSC, IPS-Level",,,,,,"3 cell, 53.5Whr",,,,,,,,MSI,Máy tính xách tay,"Intel Core i5-13500H (Up to 4.70 GHz, 18MB)","8GB DDR5-5200, 2 khe, up to 64GB","NVIDIA GeForce RTX 3050 6GB, GDDR6 6GB",,Wi-Fi 6,Bluetooth 5.2,,Đen,"1x Type-C (USB3.2 Gen1 / DisplayPort)
2x Type-A USB3.2 Gen1
1x Type-A USB2.0
1x RJ45
1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x Mic-in/Headphone-out Combo Jack
HD type (30fps@720p)",,,359 x 259 x 24.9 mm,2.25 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Katana 15 B13UDXK-2269VN Đen,22.990.000đ,,,Katana 15 B13UDXK-2269VN,,,,1TB NVMe PCIe SSD Gen4x4,,,"15.6 inch FHD (1920x1080), 144Hz, 45%NTSC, IPS-Level",,,,,,,,,,,,,,MSI,Máy tính xách tay,"Intel Core i7-13620H (Up to 4.90 GHz, 24MB)","8GB DDR5-5200, 2 khe up to 64GB","NVIDIA GeForce RTX 3050 6GB, GDDR6 6GB",HD type (30fps@720p),Wi-Fi 6,Bluetooth 5.2,,,"1x Type-C (USB3.2 Gen1 / DisplayPort)
2x Type-A USB3.2 Gen1
1x Type-A USB2.0
1x RJ45
1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x Mic-in/Headphone-out Combo Jack",,,359 x 259 x 24.9 mm,,,2.25 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Prestige 14 AI Studio C1UDXG-058VN Xám,26.990.000đ,,,Prestige 14 AI Studio C1UDXG-058VN,,,,1TB NVMe SSD PCIe Gen4,,,14 inches FullHD+ IPS 144 Hz  100%sRGB,,"1x RJ45
1x Type-C (USB3.2 Gen 2 / DisplayPort/ Power Delivery 3.1)
1x Type-A USB3.2 Gen 2
1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x Mic-in/Headphone-out Combo Jack","IR FHD type (30fps@1080p) với HDR
Giảm nhiễu 3D+ (3DNR+)",,,4-Cell 90 Whrs,,,,,,,,MSI,Máy tính xách tay,"Intel Core Ultra 7 155H 16 lõi (6 P-cores + 8 E-cores + 2 Low Power E-cores), Max Turbo Frequency 4.8 GHz","16GB DDR5-5600 2800(5600)MHz, 2 khe (1 x 16GB, Tối đa 32GB)",,,Wi-Fi 7,Bluetooth v5.4,,Xám,,,,313.4 x 246.5 x 18.95 mm,1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 3050 6GB,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Prestige 14 AI Studio C1VEG-056VN Xám,32.890.000đ,,,Prestige 14 AI Studio C1VEG-056VN,,,,,,,14inch QHD 2.8K (2880x1800) IPS,,,IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),,,4Cell 90Whr,,,,,,,,MSI,Máy tính xách tay,"Intel Core Ultra 7 155H (1.40GHz up to 4.80GHz, 24MB Cache)",,,,,Bluetooth 5.4,,,,,,313.4 x 246.5 x 18.95 mm,1.70 kg,32GB(2 x 16GB) DDR5 5600MHz(2 khe),,,,,,,,,,,,,,,,,,,,,,,NVIDIA® GeForce RTX™ 4050 6GB GDDR6,,,802.11 be Wi-Fi 7,,"1 x Type-A USB3.2 Gen2
1 x RJ45
1 x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1 x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.1)
1 x Type-C (USB3.2 Gen2 / DisplayPort™/ Power Delivery 3.0)
1 x Mic-in/Headphone-out Combo Jack",,,,,,,,,,,,,,,,,,,,,,,,,,,"1TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4TB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
